frame_index,timestamp,gesture,trial,elapsed,dataset_source,collector,imu_confidence,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_quat,imu_trajectory
1004,2026-07-30T22:42:27.741578+00:00,anticlockwise,10,0.0,session_20260730_223706,student03,0.95,0.949,0.12,0.286,0.79,2.9,-2.72,,
1005,2026-07-30T22:42:27.850289+00:00,anticlockwise,10,0.109,session_20260730_223706,student03,0.95,0.96,0.157,0.325,1.53,4.21,-4.7,,
1006,2026-07-30T22:42:27.945853+00:00,anticlockwise,10,0.203,session_20260730_223706,student03,0.95,0.953,0.155,0.292,0.34,-1.4,2.62,,
1007,2026-07-30T22:42:28.050885+00:00,anticlockwise,10,0.313,session_20260730_223706,student03,0.95,0.97,0.419,0.335,20.81,-7.26,4.94,,
1008,2026-07-30T22:42:28.150079+00:00,anticlockwise,10,0.406,session_20260730_223706,student03,0.95,0.828,0.787,0.147,74.5,2.69,27.71,,
1009,2026-07-30T22:42:28.246942+00:00,anticlockwise,10,0.5,session_20260730_223706,student03,0.95,0.277,0.783,0.049,118.41,17.82,108.34,,
1010,2026-07-30T22:42:28.346056+00:00,anticlockwise,10,0.609,session_20260730_223706,student03,0.95,-0.07,-0.059,0.399,129.03,75.53,199.47,,
1011,2026-07-30T22:42:28.449173+00:00,anticlockwise,10,0.703,session_20260730_223706,student03,0.95,-0.13,-0.506,0.555,120.27,61.71,153.48,,
1012,2026-07-30T22:42:28.545993+00:00,anticlockwise,10,0.813,session_20260730_223706,student03,0.95,-0.242,-0.674,1.145,120.33,161.9,113.59,,
1013,2026-07-30T22:42:28.661662+00:00,anticlockwise,10,0.922,session_20260730_223706,student03,0.95,-0.257,-0.98,1.428,103.67,172.95,-7.35,,
1014,2026-07-30T22:42:28.771470+00:00,anticlockwise,10,1.031,session_20260730_223706,student03,0.95,-0.584,-0.821,1.566,72.73,224.43,-154.33,,
1015,2026-07-30T22:42:28.864449+00:00,anticlockwise,10,1.125,session_20260730_223706,student03,0.95,-0.975,-0.433,1.429,66.29,175.3,-269.54,,
1016,2026-07-30T22:42:28.972228+00:00,anticlockwise,10,1.234,session_20260730_223706,student03,0.95,-1.177,-0.14,1.559,135.01,49.87,-370.31,,
1017,2026-07-30T22:42:29.068465+00:00,anticlockwise,10,1.328,session_20260730_223706,student03,0.95,-0.698,0.068,1.543,81.82,-116.4,-271.83,,
1018,2026-07-30T22:42:29.166164+00:00,anticlockwise,10,1.422,session_20260730_223706,student03,0.95,-0.388,0.388,1.63,51.79,-186.13,-122.75,,
1019,2026-07-30T22:42:29.268776+00:00,anticlockwise,10,1.531,session_20260730_223706,student03,0.95,-0.004,0.453,1.334,37.66,-217.66,-17.15,,
1020,2026-07-30T22:42:29.366621+00:00,anticlockwise,10,1.625,session_20260730_223706,student03,0.95,0.09,0.441,0.983,22.77,-188.7,64.27,,
1021,2026-07-30T22:42:29.466020+00:00,anticlockwise,10,1.719,session_20260730_223706,student03,0.95,0.148,0.163,0.61,49.78,-152.65,71.11,,
1022,2026-07-30T22:42:29.571532+00:00,anticlockwise,10,1.828,session_20260730_223706,student03,0.95,0.331,-0.11,0.174,118.35,-126.96,56.4,,
1023,2026-07-30T22:42:29.664500+00:00,anticlockwise,10,1.922,session_20260730_223706,student03,0.95,0.472,-0.508,0.068,58.35,-74.16,75.05,,
1024,2026-07-30T22:42:32.348152+00:00,clockwise,11,0.0,session_20260730_223706,student03,0.95,0.942,-0.099,0.276,-0.7,0.24,-4.15,,
1025,2026-07-30T22:42:32.462665+00:00,clockwise,11,0.11,session_20260730_223706,student03,0.95,0.943,-0.144,0.301,-13.12,0.27,-4.88,,
1026,2026-07-30T22:42:32.556542+00:00,clockwise,11,0.204,session_20260730_223706,student03,0.95,0.785,-0.62,0.068,-109.38,-30.55,19.38,,
1027,2026-07-30T22:42:32.660992+00:00,clockwise,11,0.313,session_20260730_223706,student03,0.95,0.552,-0.779,-0.072,-158.6,16.02,-39.49,,
1028,2026-07-30T22:42:32.771312+00:00,clockwise,11,0.422,session_20260730_223706,student03,0.95,0.096,-0.276,-0.045,-182.32,102.94,-54.66,,
1029,2026-07-30T22:42:32.868343+00:00,clockwise,11,0.516,session_20260730_223706,student03,0.95,-0.212,0.014,0.703,-210.55,172.92,59.24,,
1030,2026-07-30T22:42:32.965979+00:00,clockwise,11,0.61,session_20260730_223706,student03,0.95,-0.038,-0.075,1.416,-25.27,198.07,53.25,,
1031,2026-07-30T22:42:33.056832+00:00,clockwise,11,0.704,session_20260730_223706,student03,0.95,-0.208,0.17,1.909,61.68,211.83,110.32,,
1032,2026-07-30T22:42:33.159873+00:00,clockwise,11,0.813,session_20260730_223706,student03,0.95,-0.229,-0.078,2.303,72.6,137.7,249.4,,
1033,2026-07-30T22:42:33.271315+00:00,clockwise,11,0.922,session_20260730_223706,student03,0.95,-0.829,-0.255,2.296,49.13,-30.06,346.63,,
1034,2026-07-30T22:42:33.365500+00:00,clockwise,11,1.016,session_20260730_223706,student03,0.95,-0.913,-0.512,1.592,-88.29,-213.26,456.34,,
1035,2026-07-30T22:42:33.468415+00:00,clockwise,11,1.125,session_20260730_223706,student03,0.95,-0.467,0.047,1.743,-23.35,-185.37,206.61,,
1036,2026-07-30T22:42:33.581797+00:00,clockwise,11,1.235,session_20260730_223706,student03,0.95,-0.128,-0.332,1.236,-76.82,-191.02,121.25,,
1037,2026-07-30T22:42:33.691191+00:00,clockwise,11,1.344,session_20260730_223706,student03,0.95,0.168,-0.74,0.614,-113.5,-107.73,-15.69,,
1038,2026-07-30T22:42:33.789637+00:00,clockwise,11,1.438,session_20260730_223706,student03,0.95,0.141,-0.327,0.525,-129.58,-14.34,-126.38,,
1039,2026-07-30T22:42:33.885608+00:00,clockwise,11,1.532,session_20260730_223706,student03,0.95,0.324,-0.201,0.364,-219.49,-6.16,-106.02,,
1040,2026-07-30T22:42:33.976301+00:00,clockwise,11,1.625,session_20260730_223706,student03,0.95,0.497,0.027,0.347,-130.65,15.66,-119.39,,
1041,2026-07-30T22:42:34.081668+00:00,clockwise,11,1.735,session_20260730_223706,student03,0.95,0.73,0.208,0.243,-75.38,-5.52,-87.34,,
1042,2026-07-30T22:42:34.195808+00:00,clockwise,11,1.844,session_20260730_223706,student03,0.95,0.805,0.306,0.241,-63.45,4.49,-43.21,,
1043,2026-07-30T22:42:34.305403+00:00,clockwise,11,1.954,session_20260730_223706,student03,0.95,1.016,0.003,0.204,-26.06,-9.37,-5.83,,
1044,2026-07-30T22:42:36.678951+00:00,anticlockwise,11,0.0,session_20260730_223706,student03,0.95,0.96,0.049,0.288,-1.53,-0.46,-1.62,,
1045,2026-07-30T22:42:36.777248+00:00,anticlockwise,11,0.093,session_20260730_223706,student03,0.95,0.968,0.108,0.274,3.57,1.83,-6.87,,
1046,2026-07-30T22:42:36.876554+00:00,anticlockwise,11,0.203,session_20260730_223706,student03,0.95,0.956,0.29,0.342,19.75,1.92,-3.81,,
1047,2026-07-30T22:42:36.976908+00:00,anticlockwise,11,0.296,session_20260730_223706,student03,0.95,0.885,0.697,0.245,41.63,6.41,18.37,,
1048,2026-07-30T22:42:37.092718+00:00,anticlockwise,11,0.421,session_20260730_223706,student03,0.95,0.604,0.592,0.191,102.21,-14.74,85.39,,
1049,2026-07-30T22:42:37.200962+00:00,anticlockwise,11,0.531,session_20260730_223706,student03,0.95,0.337,0.076,0.201,138.25,35.98,114.44,,
1050,2026-07-30T22:42:37.315041+00:00,anticlockwise,11,0.64,session_20260730_223706,student03,0.95,0.084,-0.211,0.293,116.92,80.36,131.23,,
1051,2026-07-30T22:42:37.426043+00:00,anticlockwise,11,0.75,session_20260730_223706,student03,0.95,-0.159,-0.506,1.009,94.45,165.81,106.78,,
1052,2026-07-30T22:42:37.527499+00:00,anticlockwise,11,0.843,session_20260730_223706,student03,0.95,-0.136,-0.86,1.479,71.02,131.26,93.69,,
1053,2026-07-30T22:42:37.625471+00:00,anticlockwise,11,0.953,session_20260730_223706,student03,0.95,-0.051,-1.072,1.486,84.96,158.48,-54.11,,
1054,2026-07-30T22:42:37.727006+00:00,anticlockwise,11,1.046,session_20260730_223706,student03,0.95,-0.618,-0.567,1.371,27.68,159.22,-135.11,,
1055,2026-07-30T22:42:37.829870+00:00,anticlockwise,11,1.156,session_20260730_223706,student03,0.95,-0.977,-0.432,1.507,53.68,164.68,-282.72,,
1056,2026-07-30T22:42:37.927411+00:00,anticlockwise,11,1.25,session_20260730_223706,student03,0.95,-1.129,-0.212,1.605,156.16,44.07,-404.83,,
1057,2026-07-30T22:42:38.035999+00:00,anticlockwise,11,1.359,session_20260730_223706,student03,0.95,-0.595,0.348,1.579,73.73,-122.87,-253.24,,
1058,2026-07-30T22:42:38.135933+00:00,anticlockwise,11,1.453,session_20260730_223706,student03,0.95,-0.261,0.436,1.698,44.47,-191.26,-104.74,,
1059,2026-07-30T22:42:38.230939+00:00,anticlockwise,11,1.546,session_20260730_223706,student03,0.95,-0.074,0.429,1.217,59.05,-191.08,-13.09,,
1060,2026-07-30T22:42:38.325551+00:00,anticlockwise,11,1.64,session_20260730_223706,student03,0.95,-0.042,0.394,0.901,37.48,-105.75,46.24,,
1061,2026-07-30T22:42:38.418890+00:00,anticlockwise,11,1.734,session_20260730_223706,student03,0.95,0.143,0.162,0.585,61.92,-104.68,64.88,,
1062,2026-07-30T22:42:38.519543+00:00,anticlockwise,11,1.843,session_20260730_223706,student03,0.95,0.422,0.037,0.207,93.33,-65.16,80.39,,
1063,2026-07-30T22:42:38.619268+00:00,anticlockwise,11,1.937,session_20260730_223706,student03,0.95,0.534,-0.218,0.266,99.73,-42.94,88.32,,
1064,2026-07-30T22:42:41.443797+00:00,clockwise,12,0.0,session_20260730_223706,student03,0.95,0.926,-0.097,0.365,-1.92,4.7,-5.77,,
1065,2026-07-30T22:42:41.550805+00:00,clockwise,12,0.11,session_20260730_223706,student03,0.95,0.922,-0.081,0.378,-7.6,2.75,-7.48,,
1066,2026-07-30T22:42:41.661871+00:00,clockwise,12,0.219,session_20260730_223706,student03,0.95,0.795,-0.269,0.238,-75.01,-10.44,7.39,,
1067,2026-07-30T22:42:41.755919+00:00,clockwise,12,0.313,session_20260730_223706,student03,0.95,0.686,-0.756,0.092,-187.29,9.92,-13.58,,
1068,2026-07-30T22:42:41.857342+00:00,clockwise,12,0.422,session_20260730_223706,student03,0.95,0.223,-0.342,-0.256,-135.81,54.78,-66.26,,
1069,2026-07-30T22:42:41.959811+00:00,clockwise,12,0.516,session_20260730_223706,student03,0.95,-0.151,-0.293,0.236,-208.01,119.97,35.62,,
1070,2026-07-30T22:42:42.056762+00:00,clockwise,12,0.61,session_20260730_223706,student03,0.95,-0.329,0.095,0.958,-41.05,231.82,37.08,,
1071,2026-07-30T22:42:42.158041+00:00,clockwise,12,0.719,session_20260730_223706,student03,0.95,-0.573,0.353,2.016,6.07,262.76,167.55,,
1072,2026-07-30T22:42:42.271722+00:00,clockwise,12,0.828,session_20260730_223706,student03,0.95,-0.5,-0.238,2.391,94.27,113.83,243.2,,
1073,2026-07-30T22:42:42.365779+00:00,clockwise,12,0.922,session_20260730_223706,student03,0.95,-1.141,-0.517,2.257,-8.06,-74.74,387.62,,
1074,2026-07-30T22:42:42.466991+00:00,clockwise,12,1.031,session_20260730_223706,student03,0.95,-1.289,-0.451,1.531,-45.5,-202.4,359.08,,
1075,2026-07-30T22:42:42.569660+00:00,clockwise,12,1.125,session_20260730_223706,student03,0.95,-0.445,-0.117,1.527,-99.25,-189.86,250.16,,
1076,2026-07-30T22:42:42.683563+00:00,clockwise,12,1.235,session_20260730_223706,student03,0.95,-0.328,-0.593,1.136,-87.53,-153.78,63.23,,
1077,2026-07-30T22:42:42.780898+00:00,clockwise,12,1.344,session_20260730_223706,student03,0.95,-0.267,-0.493,0.77,-91.59,-43.89,-54.75,,
1078,2026-07-30T22:42:42.891573+00:00,clockwise,12,1.453,session_20260730_223706,student03,0.95,0.103,-0.555,0.578,-139.74,-15.23,-116.58,,
1079,2026-07-30T22:42:43.002054+00:00,clockwise,12,1.563,session_20260730_223706,student03,0.95,0.247,-0.296,0.436,-196.26,-0.31,-143.35,,
1080,2026-07-30T22:42:43.111790+00:00,clockwise,12,1.672,session_20260730_223706,student03,0.95,0.507,-0.07,0.284,-142.7,11.57,-126.93,,
1081,2026-07-30T22:42:43.222246+00:00,clockwise,12,1.781,session_20260730_223706,student03,0.95,0.776,0.055,0.261,-82.4,15.72,-97.78,,
1082,2026-07-30T22:42:43.331974+00:00,clockwise,12,1.891,session_20260730_223706,student03,0.95,0.895,0.226,0.251,-41.26,21.88,-55.21,,
1083,2026-07-30T22:42:45.693020+00:00,anticlockwise,12,0.0,session_20260730_223706,student03,0.95,0.943,-0.08,0.347,-2.47,-0.73,1.83,,
1084,2026-07-30T22:42:45.800758+00:00,anticlockwise,12,0.11,session_20260730_223706,student03,0.95,0.974,0.023,0.394,16.14,-3.2,-0.61,,
1085,2026-07-30T22:42:45.911071+00:00,anticlockwise,12,0.219,session_20260730_223706,student03,0.95,1.02,0.407,0.421,69.19,-3.27,-0.58,,
1086,2026-07-30T22:42:46.007381+00:00,anticlockwise,12,0.313,session_20260730_223706,student03,0.95,0.893,0.461,0.384,127.38,-7.6,6.23,,
1087,2026-07-30T22:42:46.115958+00:00,anticlockwise,12,0.422,session_20260730_223706,student03,0.95,0.486,0.396,0.287,174.96,6.93,78.16,,
1088,2026-07-30T22:42:46.215596+00:00,anticlockwise,12,0.516,session_20260730_223706,student03,0.95,0.137,0.166,0.263,148.63,58.75,132.82,,
1089,2026-07-30T22:42:46.304213+00:00,anticlockwise,12,0.61,session_20260730_223706,student03,0.95,0.009,-0.191,0.442,52.52,67.84,190.47,,
1090,2026-07-30T22:42:46.413165+00:00,anticlockwise,12,0.719,session_20260730_223706,student03,0.95,-0.013,-0.443,0.713,94.61,103.03,108.77,,
1091,2026-07-30T22:42:46.516119+00:00,anticlockwise,12,0.828,session_20260730_223706,student03,0.95,-0.093,-0.617,1.224,124.64,166.48,37.57,,
1092,2026-07-30T22:42:46.625177+00:00,anticlockwise,12,0.938,session_20260730_223706,student03,0.95,-0.599,-0.691,1.417,78.68,215.52,-13.98,,
1093,2026-07-30T22:42:46.732565+00:00,anticlockwise,12,1.047,session_20260730_223706,student03,0.95,-0.73,-0.757,1.288,101.47,200.23,-135.11,,
1094,2026-07-30T22:42:46.841259+00:00,anticlockwise,12,1.141,session_20260730_223706,student03,0.95,-1.557,-0.225,1.241,206.85,190.28,-363.69,,
1095,2026-07-30T22:42:46.938534+00:00,anticlockwise,12,1.25,session_20260730_223706,student03,0.95,-1.429,0.222,1.231,152.01,-43.4,-278.97,,
1096,2026-07-30T22:42:47.052486+00:00,anticlockwise,12,1.36,session_20260730_223706,student03,0.95,-1.033,0.334,1.098,186.41,-190.34,-202.49,,
1097,2026-07-30T22:42:47.151124+00:00,anticlockwise,12,1.453,session_20260730_223706,student03,0.95,-0.604,0.51,1.363,84.66,-208.81,-61.98,,
1098,2026-07-30T22:42:47.245843+00:00,anticlockwise,12,1.547,session_20260730_223706,student03,0.95,-0.297,0.691,1.098,49.01,-216.83,53.96,,
1099,2026-07-30T22:42:47.346889+00:00,anticlockwise,12,1.656,session_20260730_223706,student03,0.95,-0.112,0.48,0.844,23.9,-178.87,128.15,,
1100,2026-07-30T22:42:47.449953+00:00,anticlockwise,12,1.75,session_20260730_223706,student03,0.95,0.118,0.052,0.454,66.96,-133.3,134.4,,
1101,2026-07-30T22:42:47.546963+00:00,anticlockwise,12,1.86,session_20260730_223706,student03,0.95,0.406,-0.192,0.353,121.95,-112.0,84.75,,
1102,2026-07-30T22:42:47.656165+00:00,anticlockwise,12,1.969,session_20260730_223706,student03,0.95,0.517,-0.375,0.191,67.08,-35.31,89.48,,
1103,2026-07-30T22:42:50.659251+00:00,clockwise,13,0.0,session_20260730_223706,student03,0.95,0.901,-0.156,0.325,-13.25,3.78,-0.46,,
1104,2026-07-30T22:42:50.772105+00:00,clockwise,13,0.109,session_20260730_223706,student03,0.95,0.912,-0.245,0.368,-38.18,1.92,0.0,,
1105,2026-07-30T22:42:50.865386+00:00,clockwise,13,0.203,session_20260730_223706,student03,0.95,0.659,-0.539,0.363,-134.8,-6.81,31.46,,
1106,2026-07-30T22:42:50.965906+00:00,clockwise,13,0.297,session_20260730_223706,student03,0.95,0.52,-0.967,0.07,-133.7,51.06,-40.07,,
1107,2026-07-30T22:42:51.052319+00:00,clockwise,13,0.391,session_20260730_223706,student03,0.95,0.11,-0.578,0.023,-164.92,66.5,-73.12,,
1108,2026-07-30T22:42:51.147113+00:00,clockwise,13,0.484,session_20260730_223706,student03,0.95,-0.41,-0.025,0.132,-219.28,206.61,1.34,,
1109,2026-07-30T22:42:51.246143+00:00,clockwise,13,0.578,session_20260730_223706,student03,0.95,-0.538,0.298,1.225,-94.67,297.43,62.78,,
1110,2026-07-30T22:42:51.340452+00:00,clockwise,13,0.672,session_20260730_223706,student03,0.95,-0.663,0.496,2.364,32.84,217.29,193.64,,
1111,2026-07-30T22:42:51.437448+00:00,clockwise,13,0.781,session_20260730_223706,student03,0.95,-0.637,0.125,2.663,114.84,106.11,282.36,,
1112,2026-07-30T22:42:51.545655+00:00,clockwise,13,0.891,session_20260730_223706,student03,0.95,-1.696,-0.297,2.512,-15.75,-82.0,474.04,,
1113,2026-07-30T22:42:51.653487+00:00,clockwise,13,0.984,session_20260730_223706,student03,0.95,-0.992,-0.615,1.886,-60.7,-220.31,318.58,,
1114,2026-07-30T22:42:51.746243+00:00,clockwise,13,1.078,session_20260730_223706,student03,0.95,-0.678,-0.388,1.35,-131.41,-192.11,189.43,,
1115,2026-07-30T22:42:51.839938+00:00,clockwise,13,1.172,session_20260730_223706,student03,0.95,-0.34,-0.425,0.882,-128.45,-125.61,-15.59,,
1116,2026-07-30T22:42:51.940839+00:00,clockwise,13,1.281,session_20260730_223706,student03,0.95,-0.081,-0.466,0.68,-189.55,-45.96,-102.94,,
1117,2026-07-30T22:42:52.040494+00:00,clockwise,13,1.375,session_20260730_223706,student03,0.95,0.026,-0.302,0.384,-211.71,2.84,-153.45,,
1118,2026-07-30T22:42:52.136826+00:00,clockwise,13,1.469,session_20260730_223706,student03,0.95,0.246,-0.11,0.512,-141.36,35.55,-164.89,,
1119,2026-07-30T22:42:52.231679+00:00,clockwise,13,1.562,session_20260730_223706,student03,0.95,0.604,0.232,0.22,-56.31,6.35,-129.18,,
1120,2026-07-30T22:42:52.342518+00:00,clockwise,13,1.687,session_20260730_223706,student03,0.95,0.872,0.368,0.236,-49.35,23.56,-55.21,,
1121,2026-07-30T22:42:52.453728+00:00,clockwise,13,1.797,session_20260730_223706,student03,0.95,0.979,0.09,0.281,-31.71,13.25,-13.55,,
1122,2026-07-30T22:42:52.565608+00:00,clockwise,13,1.906,session_20260730_223706,student03,0.95,0.946,-0.073,0.478,-10.68,24.9,-5.65,,
1123,2026-07-30T22:42:54.860114+00:00,anticlockwise,13,0.0,session_20260730_223706,student03,0.95,0.934,-0.022,0.388,-5.28,2.32,-2.87,,
1124,2026-07-30T22:42:54.971656+00:00,anticlockwise,13,0.109,session_20260730_223706,student03,0.95,0.928,-0.009,0.398,-2.29,1.74,-3.05,,
1125,2026-07-30T22:42:55.082153+00:00,anticlockwise,13,0.219,session_20260730_223706,student03,0.95,0.992,0.234,0.47,11.66,-3.23,-1.56,,
1126,2026-07-30T22:42:55.192085+00:00,anticlockwise,13,0.328,session_20260730_223706,student03,0.95,0.728,1.099,0.5,97.81,-9.16,43.86,,
1127,2026-07-30T22:42:55.301950+00:00,anticlockwise,13,0.438,session_20260730_223706,student03,0.95,0.323,0.417,0.032,151.74,-29.63,167.06,,
1128,2026-07-30T22:42:55.397603+00:00,anticlockwise,13,0.531,session_20260730_223706,student03,0.95,-0.495,0.159,0.129,117.65,86.43,201.15,,
1129,2026-07-30T22:42:55.500324+00:00,anticlockwise,13,0.641,session_20260730_223706,student03,0.95,-0.778,-0.476,0.885,126.56,119.3,185.58,,
1130,2026-07-30T22:42:55.613567+00:00,anticlockwise,13,0.75,session_20260730_223706,student03,0.95,-0.763,-1.203,1.252,143.5,167.61,93.26,,
1131,2026-07-30T22:42:55.725925+00:00,anticlockwise,13,0.859,session_20260730_223706,student03,0.95,-1.38,-1.047,1.545,141.79,345.96,-137.36,,
1132,2026-07-30T22:42:55.820881+00:00,anticlockwise,13,0.953,session_20260730_223706,student03,0.95,-1.865,-0.461,1.558,256.63,249.46,-355.85,,
1133,2026-07-30T22:42:55.921026+00:00,anticlockwise,13,1.063,session_20260730_223706,student03,0.95,-1.966,-0.222,1.339,256.2,-10.07,-369.7,,
1134,2026-07-30T22:42:56.036089+00:00,anticlockwise,13,1.172,session_20260730_223706,student03,0.95,-1.05,0.615,1.466,132.76,-215.98,-188.73,,
1135,2026-07-30T22:42:56.139515+00:00,anticlockwise,13,1.281,session_20260730_223706,student03,0.95,-0.661,0.713,1.432,99.46,-285.13,-22.8,,
1136,2026-07-30T22:42:56.252451+00:00,anticlockwise,13,1.391,session_20260730_223706,student03,0.95,-0.147,0.58,0.689,80.11,-225.99,94.42,,
1137,2026-07-30T22:42:56.362857+00:00,anticlockwise,13,1.5,session_20260730_223706,student03,0.95,0.185,0.142,0.4,64.64,-137.76,112.09,,
1138,2026-07-30T22:42:56.472747+00:00,anticlockwise,13,1.609,session_20260730_223706,student03,0.95,0.419,-0.115,0.296,91.22,-72.66,93.87,,
1139,2026-07-30T22:42:56.582289+00:00,anticlockwise,13,1.719,session_20260730_223706,student03,0.95,0.554,-0.488,0.242,48.1,-41.47,92.14,,
1140,2026-07-30T22:42:56.678028+00:00,anticlockwise,13,1.813,session_20260730_223706,student03,0.95,0.641,-0.56,0.212,44.13,-24.75,70.59,,
1141,2026-07-30T22:42:56.777730+00:00,anticlockwise,13,1.906,session_20260730_223706,student03,0.95,0.814,-0.626,0.2,64.3,-5.01,22.43,,
1142,2026-07-30T22:42:59.031910+00:00,clockwise,14,0.0,session_20260730_223706,student03,0.95,0.903,-0.199,0.365,-2.56,-1.13,2.62,,
1143,2026-07-30T22:42:59.141997+00:00,clockwise,14,0.109,session_20260730_223706,student03,0.95,0.884,-0.267,0.36,-7.29,3.05,-3.3,,
1144,2026-07-30T22:42:59.251300+00:00,clockwise,14,0.219,session_20260730_223706,student03,0.95,0.627,-0.598,0.165,-78.92,-5.19,2.53,,
1145,2026-07-30T22:42:59.361449+00:00,clockwise,14,0.328,session_20260730_223706,student03,0.95,0.479,-0.947,0.077,-180.15,50.51,-27.04,,
1146,2026-07-30T22:42:59.472724+00:00,clockwise,14,0.437,session_20260730_223706,student03,0.95,0.008,-0.21,0.183,-123.05,90.3,-82.71,,
1147,2026-07-30T22:42:59.570079+00:00,clockwise,14,0.531,session_20260730_223706,student03,0.95,-0.267,-0.06,0.538,-180.36,191.2,5.13,,
1148,2026-07-30T22:42:59.666229+00:00,clockwise,14,0.625,session_20260730_223706,student03,0.95,-0.405,0.16,1.567,-71.72,281.04,61.95,,
1149,2026-07-30T22:42:59.773413+00:00,clockwise,14,0.734,session_20260730_223706,student03,0.95,-0.451,0.485,2.194,31.92,188.21,183.81,,
1150,2026-07-30T22:42:59.867237+00:00,clockwise,14,0.828,session_20260730_223706,student03,0.95,-0.586,0.02,2.299,78.59,109.74,287.55,,
1151,2026-07-30T22:42:59.973715+00:00,clockwise,14,0.937,session_20260730_223706,student03,0.95,-1.591,-0.141,2.067,-30.03,-75.44,413.1,,
1152,2026-07-30T22:43:00.077337+00:00,clockwise,14,1.047,session_20260730_223706,student03,0.95,-1.112,-0.481,1.838,-78.4,-171.0,334.48,,
1153,2026-07-30T22:43:00.185528+00:00,clockwise,14,1.156,session_20260730_223706,student03,0.95,-0.813,-0.504,1.292,-159.7,-201.21,148.72,,
1154,2026-07-30T22:43:00.296129+00:00,clockwise,14,1.266,session_20260730_223706,student03,0.95,-0.298,-0.575,1.016,-167.49,-141.3,-40.68,,
