frame_index,timestamp,gesture,trial,elapsed,dataset_source,collector,imu_confidence,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_quat,imu_trajectory
827,2026-07-30T22:41:30.760085+00:00,clockwise,6,0.11,session_20260730_223706,student03,0.95,0.906,-0.099,0.35,-20.2,-3.66,-0.95,,
828,2026-07-30T22:41:30.854341+00:00,clockwise,6,0.203,session_20260730_223706,student03,0.95,0.761,-0.365,0.129,-107.39,-13.86,12.02,,
829,2026-07-30T22:41:30.952875+00:00,clockwise,6,0.313,session_20260730_223706,student03,0.95,0.609,-0.967,0.027,-230.48,1.31,-6.81,,
830,2026-07-30T22:41:31.059675+00:00,clockwise,6,0.407,session_20260730_223706,student03,0.95,0.288,-0.322,0.16,-151.4,41.26,-66.19,,
831,2026-07-30T22:41:31.157840+00:00,clockwise,6,0.516,session_20260730_223706,student03,0.95,0.073,0.273,0.306,-122.53,93.2,-7.54,,
832,2026-07-30T22:41:31.269367+00:00,clockwise,6,0.625,session_20260730_223706,student03,0.95,0.227,0.043,1.108,-26.73,198.28,80.26,,
833,2026-07-30T22:41:31.366993+00:00,clockwise,6,0.719,session_20260730_223706,student03,0.95,0.29,0.098,1.64,48.62,176.31,126.01,,
834,2026-07-30T22:41:31.462928+00:00,clockwise,6,0.813,session_20260730_223706,student03,0.95,0.143,0.075,1.833,110.81,131.93,171.09,,
835,2026-07-30T22:41:31.554814+00:00,clockwise,6,0.907,session_20260730_223706,student03,0.95,-0.051,-0.172,2.101,118.99,73.18,223.98,,
836,2026-07-30T22:41:31.655426+00:00,clockwise,6,1.016,session_20260730_223706,student03,0.95,-0.736,0.032,2.225,57.95,-42.51,337.23,,
837,2026-07-30T22:41:31.756874+00:00,clockwise,6,1.11,session_20260730_223706,student03,0.95,-0.569,-0.267,1.861,-11.2,-147.53,311.66,,
838,2026-07-30T22:41:31.854989+00:00,clockwise,6,1.203,session_20260730_223706,student03,0.95,-0.452,-0.183,1.288,-50.14,-147.1,192.36,,
839,2026-07-30T22:41:31.957671+00:00,clockwise,6,1.313,session_20260730_223706,student03,0.95,-0.089,-0.495,0.852,-64.46,-38.61,68.73,,
840,2026-07-30T22:41:32.054968+00:00,clockwise,6,1.407,session_20260730_223706,student03,0.95,0.17,-0.649,0.721,-152.41,-104.71,-49.65,,
841,2026-07-30T22:41:32.147888+00:00,clockwise,6,1.5,session_20260730_223706,student03,0.95,0.123,-0.145,0.587,-108.49,-48.04,-125.13,,
842,2026-07-30T22:41:32.244183+00:00,clockwise,6,1.594,session_20260730_223706,student03,0.95,0.246,-0.152,0.385,-110.29,-29.02,-145.73,,
843,2026-07-30T22:41:32.333406+00:00,clockwise,6,1.688,session_20260730_223706,student03,0.95,0.473,0.016,0.3,-102.63,-9.7,-137.39,,
844,2026-07-30T22:41:32.443435+00:00,clockwise,6,1.797,session_20260730_223706,student03,0.95,0.722,0.291,0.458,-57.62,-1.13,-78.92,,
845,2026-07-30T22:41:32.559964+00:00,clockwise,6,1.907,session_20260730_223706,student03,0.95,0.933,0.075,0.348,-39.98,-5.25,-27.56,,
846,2026-07-30T22:41:36.463465+00:00,anticlockwise,6,0.0,session_20260730_223706,student03,0.95,0.924,0.046,0.456,6.81,-9.0,-21.09,,
847,2026-07-30T22:41:36.564658+00:00,anticlockwise,6,0.109,session_20260730_223706,student03,0.95,0.871,0.138,0.353,13.28,-0.76,-18.77,,
848,2026-07-30T22:41:36.673619+00:00,anticlockwise,6,0.219,session_20260730_223706,student03,0.95,0.872,0.177,0.302,1.83,-9.25,-17.12,,
849,2026-07-30T22:41:36.778409+00:00,anticlockwise,6,0.312,session_20260730_223706,student03,0.95,0.888,0.792,0.339,34.15,-8.58,-10.74,,
850,2026-07-30T22:41:36.877621+00:00,anticlockwise,6,0.422,session_20260730_223706,student03,0.95,0.647,0.759,0.453,79.41,-21.85,57.71,,
851,2026-07-30T22:41:36.990027+00:00,anticlockwise,6,0.531,session_20260730_223706,student03,0.95,0.516,0.202,0.278,110.35,-4.61,142.95,,
852,2026-07-30T22:41:37.083949+00:00,anticlockwise,6,0.625,session_20260730_223706,student03,0.95,0.283,-0.172,0.285,86.43,20.23,143.16,,
853,2026-07-30T22:41:37.184493+00:00,anticlockwise,6,0.719,session_20260730_223706,student03,0.95,0.31,-0.507,0.352,55.3,20.11,128.39,,
854,2026-07-30T22:41:37.275020+00:00,anticlockwise,6,0.812,session_20260730_223706,student03,0.95,0.135,-0.651,0.36,13.98,50.48,108.8,,
855,2026-07-30T22:41:37.376566+00:00,anticlockwise,6,0.922,session_20260730_223706,student03,0.95,-0.049,-0.896,0.899,38.94,102.88,109.93,,
856,2026-07-30T22:41:37.474650+00:00,anticlockwise,6,1.015,session_20260730_223706,student03,0.95,0.181,-1.005,1.26,102.39,146.21,30.49,,
857,2026-07-30T22:41:37.590456+00:00,anticlockwise,6,1.125,session_20260730_223706,student03,0.95,-0.158,-0.914,1.15,117.89,139.53,-91.98,,
858,2026-07-30T22:41:37.684837+00:00,anticlockwise,6,1.219,session_20260730_223706,student03,0.95,-0.48,-0.636,1.267,101.78,153.17,-189.64,,
859,2026-07-30T22:41:37.778424+00:00,anticlockwise,6,1.312,session_20260730_223706,student03,0.95,-0.853,-0.162,1.57,94.24,105.38,-286.57,,
860,2026-07-30T22:41:37.877775+00:00,anticlockwise,6,1.422,session_20260730_223706,student03,0.95,-0.848,0.003,1.648,126.5,-48.16,-328.23,,
861,2026-07-30T22:41:37.975110+00:00,anticlockwise,6,1.515,session_20260730_223706,student03,0.95,-0.472,0.518,1.618,49.71,-177.01,-195.84,,
862,2026-07-30T22:41:38.077386+00:00,anticlockwise,6,1.625,session_20260730_223706,student03,0.95,-0.222,1.169,1.533,31.34,-217.9,-66.23,,
863,2026-07-30T22:41:38.190345+00:00,anticlockwise,6,1.734,session_20260730_223706,student03,0.95,-0.099,0.975,0.805,18.52,-193.7,99.15,,
864,2026-07-30T22:41:38.303432+00:00,anticlockwise,6,1.844,session_20260730_223706,student03,0.95,0.212,0.223,0.48,-6.78,-123.63,114.02,,
865,2026-07-30T22:41:38.413754+00:00,anticlockwise,6,1.953,session_20260730_223706,student03,0.95,0.36,-0.086,0.342,156.56,-53.19,89.24,,
866,2026-07-30T22:41:41.273402+00:00,clockwise,7,0.0,session_20260730_223706,student03,0.95,0.88,-0.033,0.473,-4.15,-1.65,-4.85,,
867,2026-07-30T22:41:41.379281+00:00,clockwise,7,0.11,session_20260730_223706,student03,0.95,0.772,-0.295,0.435,-60.52,-14.07,-1.95,,
868,2026-07-30T22:41:41.478199+00:00,clockwise,7,0.203,session_20260730_223706,student03,0.95,0.705,-0.541,0.24,-84.35,-2.41,-34.94,,
869,2026-07-30T22:41:41.574331+00:00,clockwise,7,0.297,session_20260730_223706,student03,0.95,0.462,-0.686,0.258,-160.44,17.7,-70.28,,
870,2026-07-30T22:41:41.667824+00:00,clockwise,7,0.391,session_20260730_223706,student03,0.95,0.043,-0.055,0.201,-170.38,45.99,-92.41,,
871,2026-07-30T22:41:41.763800+00:00,clockwise,7,0.5,session_20260730_223706,student03,0.95,-0.29,0.324,0.681,-179.6,174.02,35.19,,
872,2026-07-30T22:41:41.881288+00:00,clockwise,7,0.61,session_20260730_223706,student03,0.95,-0.169,0.501,2.043,-43.09,204.35,145.12,,
873,2026-07-30T22:41:41.975374+00:00,clockwise,7,0.703,session_20260730_223706,student03,0.95,-0.151,0.4,2.358,92.17,145.48,264.47,,
874,2026-07-30T22:41:42.083595+00:00,clockwise,7,0.813,session_20260730_223706,student03,0.95,-0.649,-0.214,2.365,116.15,16.36,331.1,,
875,2026-07-30T22:41:42.184757+00:00,clockwise,7,0.907,session_20260730_223706,student03,0.95,-0.85,-0.408,2.359,-3.66,-91.46,348.67,,
876,2026-07-30T22:41:42.273275+00:00,clockwise,7,1.0,session_20260730_223706,student03,0.95,-0.773,-0.316,1.709,-5.58,-176.52,190.31,,
877,2026-07-30T22:41:42.364604+00:00,clockwise,7,1.094,session_20260730_223706,student03,0.95,-0.477,-0.429,1.463,-98.61,-97.81,89.75,,
878,2026-07-30T22:41:42.473928+00:00,clockwise,7,1.203,session_20260730_223706,student03,0.95,-0.356,-0.126,0.802,-146.0,-130.59,-32.41,,
879,2026-07-30T22:41:42.579691+00:00,clockwise,7,1.313,session_20260730_223706,student03,0.95,0.177,-0.243,0.233,-173.77,-69.03,-92.41,,
880,2026-07-30T22:41:42.689377+00:00,clockwise,7,1.422,session_20260730_223706,student03,0.95,0.472,-0.186,0.188,-176.73,16.36,-110.69,,
881,2026-07-30T22:41:42.800030+00:00,clockwise,7,1.532,session_20260730_223706,student03,0.95,0.693,-0.005,0.383,-66.84,37.29,-95.86,,
882,2026-07-30T22:41:42.910253+00:00,clockwise,7,1.641,session_20260730_223706,student03,0.95,0.854,0.056,0.341,-22.4,11.57,-51.52,,
883,2026-07-30T22:41:43.019759+00:00,clockwise,7,1.75,session_20260730_223706,student03,0.95,0.912,-0.088,0.355,-20.72,7.9,-9.34,,
884,2026-07-30T22:41:43.128934+00:00,clockwise,7,1.86,session_20260730_223706,student03,0.95,0.907,-0.154,0.402,5.89,18.71,-6.32,,
885,2026-07-30T22:41:43.241325+00:00,clockwise,7,1.969,session_20260730_223706,student03,0.95,0.913,-0.23,0.4,-5.07,9.46,-3.05,,
886,2026-07-30T22:41:45.454510+00:00,anticlockwise,7,0.0,session_20260730_223706,student03,0.95,0.894,-0.021,0.436,6.99,-5.68,4.24,,
887,2026-07-30T22:41:45.558214+00:00,anticlockwise,7,0.094,session_20260730_223706,student03,0.95,0.926,-0.092,0.398,5.68,-12.12,13.95,,
888,2026-07-30T22:41:45.655252+00:00,anticlockwise,7,0.203,session_20260730_223706,student03,0.95,1.023,0.025,0.426,10.62,-18.22,9.28,,
889,2026-07-30T22:41:45.754726+00:00,anticlockwise,7,0.297,session_20260730_223706,student03,0.95,1.014,0.307,0.436,52.1,-28.35,7.32,,
890,2026-07-30T22:41:45.864696+00:00,anticlockwise,7,0.406,session_20260730_223706,student03,0.95,0.262,0.704,0.004,154.0,-22.95,36.23,,
891,2026-07-30T22:41:45.964406+00:00,anticlockwise,7,0.5,session_20260730_223706,student03,0.95,-0.258,0.198,0.111,97.02,35.83,170.35,,
892,2026-07-30T22:41:46.070370+00:00,anticlockwise,7,0.609,session_20260730_223706,student03,0.95,-0.292,-0.431,0.73,81.7,130.22,202.89,,
893,2026-07-30T22:41:46.163372+00:00,anticlockwise,7,0.703,session_20260730_223706,student03,0.95,-0.257,-0.924,1.365,150.06,181.1,125.46,,
894,2026-07-30T22:41:46.273762+00:00,anticlockwise,7,0.812,session_20260730_223706,student03,0.95,-0.588,-1.352,1.539,132.27,167.52,-27.31,,
895,2026-07-30T22:41:46.374000+00:00,anticlockwise,7,0.922,session_20260730_223706,student03,0.95,-0.716,-0.847,1.182,94.24,163.0,-161.78,,
896,2026-07-30T22:41:46.483464+00:00,anticlockwise,7,1.031,session_20260730_223706,student03,0.95,-1.483,-0.166,1.836,124.42,126.83,-383.47,,
897,2026-07-30T22:41:46.584133+00:00,anticlockwise,7,1.125,session_20260730_223706,student03,0.95,-1.119,0.127,1.691,127.87,-76.72,-358.99,,
898,2026-07-30T22:41:46.679146+00:00,anticlockwise,7,1.219,session_20260730_223706,student03,0.95,-0.562,0.961,1.815,71.63,-197.03,-180.33,,
899,2026-07-30T22:41:46.778273+00:00,anticlockwise,7,1.312,session_20260730_223706,student03,0.95,-0.551,1.085,1.395,76.91,-230.81,0.85,,
900,2026-07-30T22:41:46.874800+00:00,anticlockwise,7,1.422,session_20260730_223706,student03,0.95,-0.294,0.576,0.699,26.4,-199.87,132.97,,
901,2026-07-30T22:41:46.990338+00:00,anticlockwise,7,1.531,session_20260730_223706,student03,0.95,0.113,-0.033,0.243,110.42,-126.22,114.41,,
902,2026-07-30T22:41:47.083978+00:00,anticlockwise,7,1.625,session_20260730_223706,student03,0.95,0.295,-0.333,0.219,117.25,-59.08,102.02,,
903,2026-07-30T22:41:47.193980+00:00,anticlockwise,7,1.734,session_20260730_223706,student03,0.95,0.539,-0.631,0.268,22.64,-32.2,69.12,,
904,2026-07-30T22:41:47.294164+00:00,anticlockwise,7,1.828,session_20260730_223706,student03,0.95,0.619,-0.645,0.344,-0.79,-25.94,28.81,,
905,2026-07-30T22:41:47.384727+00:00,anticlockwise,7,1.922,session_20260730_223706,student03,0.95,0.781,-0.558,0.252,10.56,-0.09,15.29,,
906,2026-07-30T22:41:50.322918+00:00,clockwise,8,0.0,session_20260730_223706,student03,0.95,0.9,-0.252,0.384,1.4,1.37,-1.1,,
907,2026-07-30T22:41:50.423179+00:00,clockwise,8,0.11,session_20260730_223706,student03,0.95,0.897,-0.215,0.402,2.62,-0.85,-0.03,,
908,2026-07-30T22:41:50.533981+00:00,clockwise,8,0.219,session_20260730_223706,student03,0.95,0.797,-0.374,0.356,-20.23,-2.84,3.94,,
909,2026-07-30T22:41:50.643873+00:00,clockwise,8,0.328,session_20260730_223706,student03,0.95,0.611,-0.935,-0.019,-116.7,4.79,-11.75,,
910,2026-07-30T22:41:50.749614+00:00,clockwise,8,0.438,session_20260730_223706,student03,0.95,0.22,-0.597,0.078,-173.5,51.88,-65.83,,
911,2026-07-30T22:41:50.864154+00:00,clockwise,8,0.547,session_20260730_223706,student03,0.95,-0.17,-0.042,0.164,-172.06,156.22,-17.43,,
912,2026-07-30T22:41:50.972982+00:00,clockwise,8,0.656,session_20260730_223706,student03,0.95,-0.299,-0.163,1.311,-95.13,273.54,108.22,,
913,2026-07-30T22:41:51.082738+00:00,clockwise,8,0.766,session_20260730_223706,student03,0.95,-0.151,0.038,1.991,67.23,227.33,131.23,,
914,2026-07-30T22:41:51.193774+00:00,clockwise,8,0.875,session_20260730_223706,student03,0.95,-0.415,-0.158,2.416,93.51,96.22,267.13,,
915,2026-07-30T22:41:51.287966+00:00,clockwise,8,0.969,session_20260730_223706,student03,0.95,-1.095,-0.238,2.362,75.9,-60.64,352.09,,
916,2026-07-30T22:41:51.383530+00:00,clockwise,8,1.063,session_20260730_223706,student03,0.95,-1.409,-0.203,1.96,11.44,-163.3,372.72,,
917,2026-07-30T22:41:51.477765+00:00,clockwise,8,1.156,session_20260730_223706,student03,0.95,-0.996,-0.193,1.7,-10.04,-181.19,226.54,,
918,2026-07-30T22:41:51.573709+00:00,clockwise,8,1.25,session_20260730_223706,student03,0.95,-0.411,-0.421,0.986,-85.97,-172.03,101.57,,
919,2026-07-30T22:41:51.663604+00:00,clockwise,8,1.344,session_20260730_223706,student03,0.95,-0.197,-0.249,0.802,-119.54,-80.75,-10.93,,
920,2026-07-30T22:41:51.770818+00:00,clockwise,8,1.453,session_20260730_223706,student03,0.95,0.132,-0.322,0.439,-124.03,-65.55,-102.39,,
921,2026-07-30T22:41:51.867982+00:00,clockwise,8,1.547,session_20260730_223706,student03,0.95,0.223,-0.155,0.251,-120.21,-9.19,-154.52,,
922,2026-07-30T22:41:51.964245+00:00,clockwise,8,1.641,session_20260730_223706,student03,0.95,0.457,0.08,0.328,-99.0,17.4,-143.89,,
923,2026-07-30T22:41:52.056043+00:00,clockwise,8,1.735,session_20260730_223706,student03,0.95,0.745,0.328,0.478,-33.17,10.74,-88.93,,
924,2026-07-30T22:41:52.159506+00:00,clockwise,8,1.844,session_20260730_223706,student03,0.95,0.919,0.228,0.386,-30.3,-0.95,-29.69,,
925,2026-07-30T22:41:52.270065+00:00,clockwise,8,1.953,session_20260730_223706,student03,0.95,0.911,0.009,0.502,-23.87,12.05,-5.46,,
926,2026-07-30T22:41:55.016726+00:00,anticlockwise,8,0.0,session_20260730_223706,student03,0.95,0.854,-0.012,0.493,0.92,-1.89,0.58,,
927,2026-07-30T22:41:55.130383+00:00,anticlockwise,8,0.11,session_20260730_223706,student03,0.95,0.88,-0.003,0.5,4.33,-0.61,-2.53,,
928,2026-07-30T22:41:55.240567+00:00,anticlockwise,8,0.219,session_20260730_223706,student03,0.95,1.023,0.362,0.527,21.24,-9.19,-6.59,,
929,2026-07-30T22:41:55.333960+00:00,anticlockwise,8,0.313,session_20260730_223706,student03,0.95,0.802,0.626,0.444,69.43,-32.29,30.85,,
930,2026-07-30T22:41:55.428721+00:00,anticlockwise,8,0.407,session_20260730_223706,student03,0.95,0.534,0.502,0.112,120.37,-19.44,80.84,,
931,2026-07-30T22:41:55.529102+00:00,anticlockwise,8,0.516,session_20260730_223706,student03,0.95,-0.185,0.36,-0.002,73.7,68.97,158.76,,
932,2026-07-30T22:41:55.640342+00:00,anticlockwise,8,0.625,session_20260730_223706,student03,0.95,-0.528,-0.289,0.725,49.26,126.77,216.83,,
933,2026-07-30T22:41:55.750219+00:00,anticlockwise,8,0.735,session_20260730_223706,student03,0.95,-0.392,-1.106,1.444,130.1,122.87,133.82,,
934,2026-07-30T22:41:55.860351+00:00,anticlockwise,8,0.844,session_20260730_223706,student03,0.95,-0.712,-1.15,1.397,122.32,182.74,-28.26,,
935,2026-07-30T22:41:55.971169+00:00,anticlockwise,8,0.953,session_20260730_223706,student03,0.95,-1.02,-0.534,1.308,139.65,187.17,-239.51,,
936,2026-07-30T22:41:56.081121+00:00,anticlockwise,8,1.063,session_20260730_223706,student03,0.95,-1.704,-0.062,1.609,195.62,103.34,-414.81,,
937,2026-07-30T22:41:56.178754+00:00,anticlockwise,8,1.157,session_20260730_223706,student03,0.95,-1.148,0.29,1.585,148.11,-93.57,-313.36,,
938,2026-07-30T22:41:56.293727+00:00,anticlockwise,8,1.266,session_20260730_223706,student03,0.95,-0.621,0.792,1.63,83.59,-249.55,-95.95,,
939,2026-07-30T22:41:56.395310+00:00,anticlockwise,8,1.375,session_20260730_223706,student03,0.95,-0.398,0.851,1.039,72.05,-237.01,45.14,,
940,2026-07-30T22:41:56.510812+00:00,anticlockwise,8,1.485,session_20260730_223706,student03,0.95,-0.017,0.41,0.473,32.14,-133.55,137.79,,
941,2026-07-30T22:41:56.605801+00:00,anticlockwise,8,1.578,session_20260730_223706,student03,0.95,0.291,-0.063,0.484,56.76,-81.67,111.7,,
942,2026-07-30T22:41:56.704533+00:00,anticlockwise,8,1.688,session_20260730_223706,student03,0.95,0.368,-0.09,0.271,93.39,-44.13,100.86,,
943,2026-07-30T22:41:56.814857+00:00,anticlockwise,8,1.797,session_20260730_223706,student03,0.95,0.479,-0.509,0.256,-5.16,-21.64,102.91,,
944,2026-07-30T22:41:56.921288+00:00,anticlockwise,8,1.907,session_20260730_223706,student03,0.95,0.673,-0.811,0.415,5.37,-35.62,49.47,,
945,2026-07-30T22:42:07.182149+00:00,clockwise,9,0.0,session_20260730_223706,student03,0.95,0.955,-0.143,0.271,5.95,-1.19,-2.99,,
946,2026-07-30T22:42:07.276018+00:00,clockwise,9,0.093,session_20260730_223706,student03,0.95,0.92,-0.154,0.284,2.62,0.27,1.19,,
947,2026-07-30T22:42:07.373457+00:00,clockwise,9,0.203,session_20260730_223706,student03,0.95,0.917,-0.382,0.28,-24.96,1.71,2.72,,
948,2026-07-30T22:42:07.485139+00:00,clockwise,9,0.312,session_20260730_223706,student03,0.95,0.617,-0.932,-0.129,-139.13,27.34,-14.1,,
949,2026-07-30T22:42:07.591094+00:00,clockwise,9,0.406,session_20260730_223706,student03,0.95,0.211,-0.547,0.032,-160.41,45.75,-77.27,,
950,2026-07-30T22:42:07.685665+00:00,clockwise,9,0.515,session_20260730_223706,student03,0.95,0.019,-0.0,0.288,-169.07,102.3,-60.88,,
951,2026-07-30T22:42:07.800119+00:00,clockwise,9,0.625,session_20260730_223706,student03,0.95,-0.107,0.271,1.107,-102.88,198.64,61.16,,
952,2026-07-30T22:42:07.896009+00:00,clockwise,9,0.718,session_20260730_223706,student03,0.95,-0.222,0.078,1.576,-17.46,231.27,158.18,,
953,2026-07-30T22:42:07.998484+00:00,clockwise,9,0.828,session_20260730_223706,student03,0.95,-0.206,-0.027,2.077,65.68,189.46,226.54,,
954,2026-07-30T22:42:08.111063+00:00,clockwise,9,0.937,session_20260730_223706,student03,0.95,-0.901,0.238,2.583,85.21,47.61,321.67,,
955,2026-07-30T22:42:08.222292+00:00,clockwise,9,1.046,session_20260730_223706,student03,0.95,-1.268,-0.429,2.132,-56.18,-172.4,427.17,,
956,2026-07-30T22:42:08.325091+00:00,clockwise,9,1.14,session_20260730_223706,student03,0.95,-0.976,-0.092,1.556,-75.59,-216.22,270.33,,
957,2026-07-30T22:42:08.417731+00:00,clockwise,9,1.234,session_20260730_223706,student03,0.95,-0.443,-0.339,0.933,-148.56,-176.21,120.52,,
958,2026-07-30T22:42:08.517241+00:00,clockwise,9,1.343,session_20260730_223706,student03,0.95,0.101,-0.599,0.717,-148.78,-72.21,-27.25,,
959,2026-07-30T22:42:08.614170+00:00,clockwise,9,1.437,session_20260730_223706,student03,0.95,-0.003,-0.37,0.482,-98.48,-11.96,-135.26,,
960,2026-07-30T22:42:08.717727+00:00,clockwise,9,1.546,session_20260730_223706,student03,0.95,0.301,-0.153,0.167,-141.97,1.31,-146.09,,
961,2026-07-30T22:42:08.831014+00:00,clockwise,9,1.656,session_20260730_223706,student03,0.95,0.582,0.111,0.295,-87.13,37.05,-119.91,,
962,2026-07-30T22:42:08.940855+00:00,clockwise,9,1.765,session_20260730_223706,student03,0.95,0.799,0.223,0.379,-34.18,18.8,-67.05,,
963,2026-07-30T22:42:09.050323+00:00,clockwise,9,1.875,session_20260730_223706,student03,0.95,0.953,0.116,0.327,-9.13,20.66,-12.67,,
964,2026-07-30T22:42:09.161384+00:00,clockwise,9,1.984,session_20260730_223706,student03,0.95,0.864,-0.021,0.554,-13.21,12.51,2.23,,
965,2026-07-30T22:42:12.274371+00:00,anticlockwise,9,0.0,session_20260730_223706,student03,0.95,0.869,-0.025,0.454,2.81,1.19,-3.75,,
966,2026-07-30T22:42:12.390554+00:00,anticlockwise,9,0.125,session_20260730_223706,student03,0.95,0.888,-0.039,0.477,-0.82,1.98,-1.62,,
967,2026-07-30T22:42:12.500165+00:00,anticlockwise,9,0.235,session_20260730_223706,student03,0.95,0.898,0.021,0.495,5.95,0.7,-0.31,,
968,2026-07-30T22:42:12.610506+00:00,anticlockwise,9,0.344,session_20260730_223706,student03,0.95,0.973,0.162,0.481,17.33,-2.41,0.4,,
969,2026-07-30T22:42:12.720160+00:00,anticlockwise,9,0.453,session_20260730_223706,student03,0.95,0.906,0.387,0.483,44.01,-22.61,12.88,,
970,2026-07-30T22:42:12.830225+00:00,anticlockwise,9,0.563,session_20260730_223706,student03,0.95,0.604,0.452,0.316,112.98,-18.8,58.05,,
971,2026-07-30T22:42:12.940770+00:00,anticlockwise,9,0.672,session_20260730_223706,student03,0.95,0.38,0.114,0.199,105.17,23.04,119.24,,
972,2026-07-30T22:42:13.054556+00:00,anticlockwise,9,0.782,session_20260730_223706,student03,0.95,0.076,-0.11,0.348,108.04,82.55,127.11,,
973,2026-07-30T22:42:13.150097+00:00,anticlockwise,9,0.875,session_20260730_223706,student03,0.95,-0.032,-0.387,0.778,50.2,135.5,127.75,,
974,2026-07-30T22:42:13.263436+00:00,anticlockwise,9,1.0,session_20260730_223706,student03,0.95,-0.241,-0.729,1.244,91.28,147.04,41.17,,
975,2026-07-30T22:42:13.371465+00:00,anticlockwise,9,1.094,session_20260730_223706,student03,0.95,-0.479,-0.801,1.267,79.32,182.56,-81.82,,
976,2026-07-30T22:42:13.465298+00:00,anticlockwise,9,1.188,session_20260730_223706,student03,0.95,-0.831,-0.521,1.58,85.27,205.11,-184.7,,
977,2026-07-30T22:42:13.556344+00:00,anticlockwise,9,1.282,session_20260730_223706,student03,0.95,-1.176,-0.251,1.572,137.46,138.22,-323.19,,
978,2026-07-30T22:42:13.649211+00:00,anticlockwise,9,1.375,session_20260730_223706,student03,0.95,-1.2,0.154,1.466,143.8,-42.15,-320.69,,
979,2026-07-30T22:42:13.748932+00:00,anticlockwise,9,1.485,session_20260730_223706,student03,0.95,-0.794,0.419,1.464,106.02,-155.22,-204.29,,
980,2026-07-30T22:42:13.861925+00:00,anticlockwise,9,1.594,session_20260730_223706,student03,0.95,-0.398,0.735,1.39,62.23,-218.54,-45.72,,
981,2026-07-30T22:42:13.970736+00:00,anticlockwise,9,1.703,session_20260730_223706,student03,0.95,-0.121,0.603,0.925,52.67,-228.55,49.38,,
982,2026-07-30T22:42:14.081042+00:00,anticlockwise,9,1.813,session_20260730_223706,student03,0.95,0.28,0.303,0.564,31.59,-146.7,97.75,,
983,2026-07-30T22:42:14.192135+00:00,anticlockwise,9,1.922,session_20260730_223706,student03,0.95,0.39,0.103,0.401,52.86,-89.08,82.13,,
984,2026-07-30T22:42:20.603846+00:00,clockwise,10,0.0,session_20260730_223706,student03,0.95,0.906,-0.003,0.428,2.62,-0.06,-2.56,,
985,2026-07-30T22:42:20.704319+00:00,clockwise,10,0.11,session_20260730_223706,student03,0.95,0.902,-0.014,0.422,-4.39,1.71,4.3,,
986,2026-07-30T22:42:20.804753+00:00,clockwise,10,0.204,session_20260730_223706,student03,0.95,0.913,-0.078,0.414,-4.39,1.07,2.72,,
987,2026-07-30T22:42:20.897366+00:00,clockwise,10,0.297,session_20260730_223706,student03,0.95,0.892,-0.149,0.445,-15.17,7.69,-7.63,,
988,2026-07-30T22:42:20.996374+00:00,clockwise,10,0.391,session_20260730_223706,student03,0.95,0.836,-0.218,0.396,-25.64,-0.85,-12.48,,
989,2026-07-30T22:42:21.089255+00:00,clockwise,10,0.485,session_20260730_223706,student03,0.95,0.632,-0.593,0.055,-132.91,-17.49,-11.38,,
990,2026-07-30T22:42:21.185401+00:00,clockwise,10,0.594,session_20260730_223706,student03,0.95,0.3,-0.271,-0.112,-139.04,-2.53,-52.95,,
991,2026-07-30T22:42:21.301471+00:00,clockwise,10,0.704,session_20260730_223706,student03,0.95,-0.209,0.138,0.298,-164.13,125.0,65.16,,
992,2026-07-30T22:42:21.396102+00:00,clockwise,10,0.797,session_20260730_223706,student03,0.95,-0.236,0.584,1.459,14.25,261.21,106.05,,
993,2026-07-30T22:42:21.499674+00:00,clockwise,10,0.907,session_20260730_223706,student03,0.95,-0.61,0.686,2.372,95.68,237.77,253.52,,
994,2026-07-30T22:42:21.611057+00:00,clockwise,10,1.016,session_20260730_223706,student03,0.95,-1.038,-0.339,3.319,60.03,46.02,441.72,,
995,2026-07-30T22:42:21.724329+00:00,clockwise,10,1.125,session_20260730_223706,student03,0.95,-1.306,-0.443,2.094,-83.56,-182.07,353.22,,
996,2026-07-30T22:42:21.832117+00:00,clockwise,10,1.235,session_20260730_223706,student03,0.95,-0.617,-0.312,1.029,-97.75,-202.0,172.43,,
997,2026-07-30T22:42:21.941809+00:00,clockwise,10,1.344,session_20260730_223706,student03,0.95,-0.093,-0.403,0.843,-110.54,-109.68,-1.5,,
998,2026-07-30T22:42:22.038582+00:00,clockwise,10,1.438,session_20260730_223706,student03,0.95,0.123,-0.256,0.605,-113.59,-65.89,-81.82,,
999,2026-07-30T22:42:22.134127+00:00,clockwise,10,1.532,session_20260730_223706,student03,0.95,0.235,-0.149,0.385,-165.84,-58.81,-125.25,,
1000,2026-07-30T22:42:22.239776+00:00,clockwise,10,1.641,session_20260730_223706,student03,0.95,0.49,-0.186,0.283,-123.02,-10.96,-122.44,,
1001,2026-07-30T22:42:22.334987+00:00,clockwise,10,1.735,session_20260730_223706,student03,0.95,0.717,0.064,0.302,-56.92,19.23,-100.22,,
1002,2026-07-30T22:42:22.437567+00:00,clockwise,10,1.844,session_20260730_223706,student03,0.95,0.825,0.134,0.377,-26.18,18.77,-56.09,,
1003,2026-07-30T22:42:22.552045+00:00,clockwise,10,1.954,session_20260730_223706,student03,0.95,0.884,0.062,0.398,-25.39,6.84,-18.49,,
